provincia,departamento,codigo_geo,establecimientos,empleo,exportadoras,cuantil_7
Santa Cruz,Magallanes,78042,286.0,4366.0,33.0,3.0
Santa Cruz,Corpen Aike,78007,208.0,2573.0,13.0,2.0
Santa Cruz,Lago Buenos Aires,78035,338.0,4764.0,30.0,4.0
Santa Cruz,Deseado,78014,2329.0,23206.0,164.0,6.0
Santa Cruz,Río Chico,78049,121.0,352.0,6.0,1.0
Santa Cruz,Lago Argentino,78028,1028.0,6046.0,22.0,5.0
Santa Cruz,Güer Aike,78021,2689.0,18702.0,123.0,7.0
