anio,letra,empleo_mujeres,empleo_varones,empleo_otro,salario_promedio_anual_deflactado,meses_completos,ratio_fem,brecha_genero_abs,provincia_id,provincia
2022,D,248.0,2054.0,0.0,0.0,0,0.10773241,1806.0,50,Mendoza
2022,E,217.0,1795.0,0.0,0.0,0,0.10785288,1578.0,50,Mendoza
2022,F,985.0,15937.0,0.0,0.0,0,0.05820825,14952.0,50,Mendoza
2022,G,14316.0,30206.0,0.0,0.0,0,0.3215489,15890.0,50,Mendoza
2022,H,1528.0,18055.0,0.0,0.0,0,0.07802686,16527.0,50,Mendoza
2022,I,5803.0,6326.0,0.0,0.0,0,0.4784401,523.0,50,Mendoza
2022,J,1451.0,3750.0,0.0,0.0,0,0.27898481,2299.0,50,Mendoza
2022,K,2359.0,2553.0,0.0,0.0,0,0.48025244,194.0,50,Mendoza
2022,L,442.0,999.0,0.0,0.0,0,0.30673144,557.0,50,Mendoza
2022,M,1768.0,3287.0,0.0,0.0,0,0.34975272,1519.0,50,Mendoza
2022,N,7418.0,16817.0,0.0,0.0,0,0.30608624,9399.0,50,Mendoza
2022,O,172.0,237.0,0.0,0.0,0,0.4205379,65.0,50,Mendoza
2022,P,13257.0,5036.0,0.0,0.0,0,0.72470344,8221.0,50,Mendoza
2022,Q,7205.0,3360.0,0.0,0.0,0,0.68196876,3845.0,50,Mendoza
2022,R,561.0,1251.0,0.0,0.0,0,0.30960265,690.0,50,Mendoza
2022,S,3913.0,4274.0,0.0,0.0,0,0.47795285,361.0,50,Mendoza
2022,T,1.0,0.0,0.0,0.0,0,1.0,1.0,50,Mendoza
2022,U,16.0,23.0,0.0,0.0,0,0.41025641,7.0,50,Mendoza
2022,A,787.0,9704.0,0.0,0.0,0,0.07501668,8917.0,54,Misiones
2022,C,1917.0,20339.0,0.0,0.0,0,0.08613408,18422.0,54,Misiones
2022,E,103.0,646.0,0.0,0.0,0,0.13751669,543.0,54,Misiones
2022,F,461.0,9241.0,0.0,0.0,0,0.04751598,8780.0,54,Misiones
2022,G,6618.0,15234.0,0.0,0.0,0,0.30285557,8616.0,54,Misiones
2022,H,536.0,6787.0,0.0,0.0,0,0.07319405,6251.0,54,Misiones
2022,I,2229.0,2649.0,0.0,0.0,0,0.45694957,420.0,54,Misiones
2022,J,479.0,1190.0,0.0,0.0,0,0.2869982,711.0,54,Misiones
2022,K,621.0,701.0,0.0,0.0,0,0.46974281,80.0,54,Misiones
2022,L,104.0,308.0,0.0,0.0,0,0.25242718,204.0,54,Misiones
2022,M,550.0,949.0,0.0,0.0,0,0.36691127,399.0,54,Misiones
2022,N,1733.0,3293.0,0.0,0.0,0,0.344807,1560.0,54,Misiones
2022,O,260.0,262.0,0.0,0.0,0,0.49808429,2.0,54,Misiones
2022,P,6695.0,2886.0,0.0,0.0,0,0.69877883,3809.0,54,Misiones
2022,Q,2257.0,1001.0,0.0,0.0,0,0.69275629,1256.0,54,Misiones
2022,R,789.0,1153.0,0.0,0.0,0,0.40628218,364.0,54,Misiones
2022,S,2820.0,2191.0,0.0,0.0,0,0.56276192,629.0,54,Misiones
2022,D,625.0,2738.0,0.0,0.0,0,0.18584597,2113.0,54,Misiones
2022,B,14.0,171.0,0.0,0.0,0,0.07567568,157.0,54,Misiones
2022,U,43.0,21.0,0.0,0.0,0,0.671875,22.0,54,Misiones
2022,A,825.0,4377.0,0.0,0.0,0,0.15859285,3552.0,58,Neuquen
2022,C,1576.0,7515.0,0.0,0.0,0,0.17335827,5939.0,58,Neuquen
2022,F,1367.0,14775.0,0.0,0.0,0,0.08468591,13408.0,58,Neuquen
2022,G,8302.0,13544.0,0.0,0.0,0,0.3800238,5242.0,58,Neuquen
2022,H,1049.0,7305.0,0.0,0.0,0,0.12556859,6256.0,58,Neuquen
2022,I,3850.0,3124.0,0.0,0.0,0,0.55205047,726.0,58,Neuquen
2022,J,386.0,1031.0,0.0,0.0,0,0.27240649,645.0,58,Neuquen
2022,K,1407.0,1234.0,0.0,0.0,0,0.53275275,173.0,58,Neuquen
2022,L,294.0,556.0,0.0,0.0,0,0.34588235,262.0,58,Neuquen
2022,M,1200.0,2258.0,0.0,0.0,0,0.3470214,1058.0,58,Neuquen
2022,N,2887.0,6656.0,0.0,0.0,0,0.30252541,3769.0,58,Neuquen
2022,P,3252.0,1046.0,0.0,0.0,0,0.75663099,2206.0,58,Neuquen
2022,Q,4048.0,1769.0,0.0,0.0,0,0.69589135,2279.0,58,Neuquen
2022,R,588.0,820.0,0.0,0.0,0,0.41761364,232.0,58,Neuquen
2022,S,2028.0,2047.0,0.0,0.0,0,0.49766871,19.0,58,Neuquen
2022,B,2259.0,20486.0,0.0,0.0,0,0.09931853,18227.0,58,Neuquen
2022,D,256.0,1386.0,0.0,0.0,0,0.15590743,1130.0,58,Neuquen
2022,E,110.0,823.0,0.0,0.0,0,0.11789925,713.0,58,Neuquen
2022,O,261.0,128.0,0.0,0.0,0,0.67095116,133.0,58,Neuquen
2022,U,4.0,8.0,0.0,0.0,0,0.33333333,4.0,58,Neuquen
2022,A,3050.0,15774.0,0.0,0.0,0,0.1620272,12724.0,62,Rio Negro
2022,B,330.0,2981.0,0.0,0.0,0,0.09966777,2651.0,62,Rio Negro
2022,C,3485.0,11391.0,0.0,0.0,0,0.23426997,7906.0,62,Rio Negro
2022,D,169.0,891.0,0.0,0.0,0,0.15943396,722.0,62,Rio Negro
2022,E,165.0,909.0,0.0,0.0,0,0.15363128,744.0,62,Rio Negro
2022,F,409.0,7106.0,0.0,0.0,0,0.05442448,6697.0,62,Rio Negro
2022,G,8945.0,16179.0,0.0,0.0,0,0.35603407,7234.0,62,Rio Negro
2022,H,632.0,5536.0,0.0,0.0,0,0.10246433,4904.0,62,Rio Negro
2022,I,4554.0,4186.0,0.0,0.0,0,0.52105263,368.0,62,Rio Negro
2022,J,336.0,884.0,0.0,0.0,0,0.27540984,548.0,62,Rio Negro
2022,K,1156.0,949.0,0.0,0.0,0,0.54916865,207.0,62,Rio Negro
2022,L,271.0,398.0,0.0,0.0,0,0.40508221,127.0,62,Rio Negro
2022,M,814.0,1106.0,0.0,0.0,0,0.42395833,292.0,62,Rio Negro
2022,N,1746.0,3176.0,0.0,0.0,0,0.35473385,1430.0,62,Rio Negro
2022,O,119.0,268.0,0.0,0.0,0,0.30749354,149.0,62,Rio Negro
2022,P,3807.0,1345.0,0.0,0.0,0,0.73893634,2462.0,62,Rio Negro
2022,Q,3865.0,1495.0,0.0,0.0,0,0.72108209,2370.0,62,Rio Negro
2022,R,899.0,1410.0,0.0,0.0,0,0.38934604,511.0,62,Rio Negro
2022,S,2676.0,1951.0,0.0,0.0,0,0.5783445,725.0,62,Rio Negro
2022,U,4.0,3.0,0.0,0.0,0,0.57142857,1.0,62,Rio Negro
2022,T,1.0,1.0,0.0,0.0,0,0.5,0.0,62,Rio Negro
2022,A,2685.0,15856.0,0.0,0.0,0,0.1448142,13171.0,66,Salta
2022,B,551.0,3347.0,0.0,0.0,0,0.14135454,2796.0,66,Salta
